1	9209.0	13206.0	1	
2	15277.0	11710.0	3	
3	7740.0	14604.0	0	
4	14515.0	7821.0	1	
5	15386.0	15390.0	2	
6	15500.648907999697	15189.521028502295	2	
7	14536.237761112325	8017.857708771935	3	
8	7977.592111553972	14671.239295899266	1	
9	15361.078541146047	11990.636965493992	0	
10	9401.429579315392	13041.109446701652	3	
11	10796.0	13966.0	1	
12	14753.0	19940.0	3	
13	5350.0	20077.0	1	
14	9116.0	10169.0	2	
15	12198.0	18705.0	3	
16	11912.553676819214	18912.82055383153	0	
17	8916.235960975666	10251.883205912707	3	
18	5382.476123542305	19869.383936622668	3	
19	14672.062257178817	19654.435800251715	0	
20	10827.799570256258	14261.508233304003	2	
21	15951.063738120918	14715.999268285534	0	
22	14682.843482353584	8003.060470802849	0	
23	8206.592603123114	14861.929554856277	2	
24	15637.366433804369	12102.299190906064	0	
25	9331.798439143351	12805.742321206599	0	
26	9137.0	9983.0	1	
27	12723.0	25887.0	1	
28	5175.0	10734.0	0	
29	17019.0	22022.0	1	
30	9806.0	14061.0	3	
31	9623.947302724891	14289.826077698353	2	
32	16803.48063195869	21857.12547545143	0	
33	4941.814604343107	10746.405002114125	1	
34	12425.77310830796	25904.05744119879	2	
35	8960.870059858731	10219.731354663862	3	
36	11523.165145668856	18698.252770582185	2	
37	8656.09685238356	10277.247451797732	0	
38	5335.159297703309	19579.681760034233	1	
39	14672.581023348119	19360.272743832207	1	
40	11018.935561936662	14420.40400776492	1	
41	16202.069164469303	14092.637569064704	3	
42	14768.0	8084.592622768269	1	
43	8355.80688322088	15082.168483225014	1	
44	15259.075887387286	12306.84493224958	0	
45	9586.73945968649	12651.440879638543	3	
46	20735.0	13294.0	2	
47	14453.0	13292.0	1	
48	9642.0	17856.0	3	
49	11447.0	18987.0	2	
50	8846.0	16911.0	1	
51	9006.012840730584	16714.03852219175	0	
52	11366.487961345887	19081.98183183413	1	
53	9313.502070920844	17717.012073630904	0	
